,Country_Region,Province_State,Confirmed,Deaths,Recovered,Active,Incidence_Rate,Case-Fatality_Ratio
251,Japan,Osaka,10001,192,9014,795.0,113.52693719171295,1.91980801919808
252,Japan,Port Quarantine,887,1,514,372.0,,0.11273957158962795
253,Japan,Saga,243,0,243,0.0,29.82652744347382,0.0
254,Japan,Saitama,4424,100,4011,313.0,60.192990373883646,2.2603978300180843
255,Japan,Shiga,477,7,448,22.0,33.73544760998145,1.4675052410901468
256,Japan,Shimane,137,0,137,0.0,20.315980223802022,0.0
257,Japan,Shizuoka,519,2,494,23.0,14.244435612955355,0.3853564547206166
258,Japan,Tochigi,385,1,313,71.0,19.90703157720567,0.2597402597402597
259,Japan,Tokushima,147,9,107,31.0,20.192945656250128,6.122448979591836
260,Japan,Tokyo,24056,390,21208,2458.0,172.8078612347702,1.6212171599600929
261,Japan,Tottori,36,0,23,13.0,6.479971488125452,0.0
262,Japan,Toyama,410,25,374,11.0,39.29077280158543,6.097560975609754
263,Japan,Unknown,8,0,8,0.0,,0.0
264,Japan,Wakayama,236,5,227,4.0,25.515361653222453,2.1186440677966103
265,Japan,Yamagata,78,1,76,1.0,7.237864050642778,1.2820512820512822
266,Japan,Yamaguchi,195,1,171,23.0,14.355800037693177,0.5128205128205128
267,Japan,Yamanashi,181,6,168,7.0,22.3193366841111,3.314917127071824
268,Mexico,Aguascalientes,6581,555,5783,243.0,458.72295043687063,8.433368788937852
269,Mexico,Baja California,18501,3367,14561,573.0,508.98684628987917,18.19901626939084
270,Mexico,Baja California Sur,9374,428,8112,834.0,1164.8945953066204,4.565820354171112
271,Mexico,Campeche,5851,800,4981,70.0,584.7392159037872,13.672876431379251
272,Mexico,Chiapas,6427,1016,5354,57.0,112.1568653456227,15.808308697681653
273,Mexico,Chihuahua,9464,1276,7553,635.0,248.95521147382595,13.482671174978867
274,Mexico,Ciudad de Mexico,116943,11545,98840,6558.0,1296.680377152,9.872330964657996
275,Mexico,Coahuila,24766,1723,22020,1023.0,769.4362976586966,6.95711863038036
276,Mexico,Colima,4380,518,3567,295.0,557.8530553917517,11.82648401826484
277,Mexico,Durango,8098,559,6859,680.0,433.2807560850853,6.90293899728328
278,Mexico,Guanajuato,38340,2709,33126,2505.0,615.5896390194561,7.065727699530518
279,Mexico,Guerrero,17335,1811,14318,1206.0,474.0162010452145,10.447072396884916
280,Mexico,Hidalgo,11930,1853,9478,599.0,386.53272049699103,15.532271584241409
281,Mexico,Jalisco,24400,2974,19623,1803.0,290.1413880387786,12.188524590163937
282,Mexico,Mexico,76784,8936,64292,3556.0,440.58368846537627,11.637841216920192
283,Mexico,Michoacan,18684,1480,15891,1313.0,387.2009808096778,7.921216013701563
284,Mexico,Morelos,5699,1054,4449,196.0,278.80813558128,18.49447271451132
285,Mexico,Nayarit,5642,695,4662,285.0,437.84936957296105,12.318326834455867
286,Mexico,Nuevo Leon,35910,2820,30263,2827.0,640.0894948854336,7.85296574770259
287,Mexico,Oaxaca,15374,1356,13292,726.0,371.0306490043787,8.820085859242877
288,Mexico,Puebla,29938,3916,25066,956.0,453.3003575921753,13.080366089919169
289,Mexico,Queretaro,8152,917,6702,533.0,357.60079345966034,11.248773307163882
290,Mexico,Quintana Roo,11290,1573,9361,356.0,655.1539843981665,13.932683790965454
291,Mexico,San Luis Potosi,21524,1531,19097,896.0,750.974655128741,7.112990150529642
292,Mexico,Sinaloa,17772,3031,14186,555.0,562.997636119536,17.054917848300697
293,Mexico,Sonora,23749,2827,20240,682.0,772.3892550439142,11.90365910143585
294,Mexico,Tabasco,30753,2745,27115,893.0,1195.5508852628031,8.925958443078724
295,Mexico,Tamaulipas,27645,2059,24678,908.0,757.2723622021792,7.448001446916258
296,Mexico,Tlaxcala,7165,1002,5994,169.0,519.1987600098839,13.984647592463364
297,Mexico,Veracruz,31680,4046,26543,1091.0,370.9661818891218,12.771464646464649
298,Mexico,Yucatan,17222,1506,14630,1086.0,762.3396594570047,8.74462896295436
299,Mexico,Zacatecas,6748,630,5518,600.0,404.9384731155178,9.336099585062241
300,Netherlands,Aruba,3460,23,2128,1309.0,3240.7320682614313,0.6647398843930635
301,Netherlands,"Bonaire, Sint Eustatius and Saba",36,1,17,18.0,137.294534914763,2.7777777777777777
302,Netherlands,Curacao,247,1,88,158.0,150.51797684338817,0.4048582995951417
303,Netherlands,Drenthe,722,41,0,681.0,146.2479895965419,5.678670360110804
304,Netherlands,Flevoland,1762,97,0,1665.0,416.52778467262857,5.505107832009081
305,Netherlands,Friesland,1011,69,0,942.0,155.54875168665004,6.824925816023739
306,Netherlands,Gelderland,9126,692,0,8434.0,437.4980824103335,7.582730659653738
307,Netherlands,Groningen,1011,19,0,992.0,172.5650575387546,1.8793273986152323
308,Netherlands,Limburg,5990,760,0,5230.0,536.1613532390322,12.68781302170284
309,Netherlands,Noord-Brabant,14278,1552,0,12726.0,557.0913262230512,10.869869729654011
310,Netherlands,Noord-Holland,18087,840,0,17247.0,628.1239939753995,4.644219605241333
311,Netherlands,Overijssel,4041,314,0,3727.0,347.6410135529238,7.7703538728037636
312,Netherlands,Sint Maarten,584,20,488,76.0,1361.876778135348,3.424657534246576
313,Netherlands,Unknown,792,18,0,774.0,,2.272727272727273
314,Netherlands,Utrecht,7260,437,0,6823.0,535.8590056051147,6.019283746556474
315,Netherlands,Zeeland,1210,72,0,1138.0,315.5248664886515,5.950413223140496
316,Netherlands,Zuid-Holland,26644,1364,0,25280.0,718.4196278152752,5.119351448731422
317,Pakistan,Azad Jammu and Kashmir,2517,67,2257,193.0,62.21933936261885,2.6618990862137464
318,Pakistan,Balochistan,14269,145,12969,1155.0,115.59080030407291,1.0161889410610414
319,Pakistan,Gilgit-Baltistan,3450,81,3036,333.0,340.37632796097813,2.347826086956522
320,Pakistan,Islamabad,16124,180,15529,415.0,803.5595034715924,1.1163483006698092
321,Pakistan,Khyber Pakhtunkhwa,37317,1258,35500,559.0,122.25713863648943,3.3711177211458585
322,Pakistan,Punjab,98368,2226,94773,1369.0,89.41534085753682,2.2629310344827585
323,Pakistan,Sindh,133626,2459,128239,2928.0,279.04994713387407,1.8402107374313381
324,Peru,Amazonas,12987,204,0,12783.0,3042.8772258669164,1.5708015708015708
325,Peru,Ancash,21235,1248,0,19987.0,1798.6616974419787,5.8770897103838005
326,Peru,Apurimac,4200,79,0,4121.0,975.156721615974,1.880952380952381
327,Peru,Arequipa,39046,1297,0,37749.0,2607.586483237612,3.321723095835681
328,Peru,Ayacucho,10410,286,0,10124.0,1557.9167913798265,2.7473583093179634
329,Peru,Cajamarca,18433,441,0,17992.0,1268.005778358671,2.392448326371181
330,Peru,Callao,30730,1687,0,29043.0,2719.7097088237892,5.489749430523918
331,Peru,Cusco,19135,387,0,18748.0,1409.9918944808785,2.02247191011236
332,Peru,Huancavelica,5997,102,0,5895.0,1641.6643854366275,1.7008504252126062
333,Peru,Huanuco,14919,366,0,14553.0,1962.251742733132,2.45324753669817
334,Peru,Ica,25278,1546,0,23732.0,2592.0836751435604,6.1159901890972375
335,Peru,Junin,17991,723,0,17268.0,1321.4102093279469,4.018676004669001
